Sample,f0.5,AR,TB,Z*,rcov,rcore,X2r,IE1,ΔHmelt,ΔHsuf,ΔHv,Ssolid,ΔIP,AN/ΔIP,Z/r2,TM,μN,PP-R,SLN,Hf,Δε1,Sf(OH2+),Dr100,Size500,Zeta500,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sc,Y,value
"1,3_La_Eu_1000",2.63,2.605,2219,8.41,1.81,1.16,1.5065,544.85,10.375,73,77.25,67.5817,12.2875,5.211075,33.23213963,1119.5,1.831,3.725,277.25,-631.1,-0.3875,-147.25,2.664664981,150.77525,-13.45828042,250,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0.244153126
"1,3_La_Gd_0.1",2.6525,2.59,3593.75,8.4925,1.63,1.1525,1.4849,578.825,14.125,115,120,63.71935,8.4325,7.377675,52.32050228,1487.75,0.43525,3.7025,227.75,-700.25,-0.5975,-159.25,4.012290983,138.7217,-12.83766292,0.025,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0.999472551
"1,3_La_Gd_1",2.6525,2.59,3593.75,8.4925,1.63,1.1525,1.4849,578.825,14.125,115,120,63.71935,8.4325,7.377675,52.32050228,1487.75,0.43525,3.7025,227.75,-700.25,-0.5975,-159.25,4.012290983,138.7217,-12.83766292,0.25,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1.010982305
"1,3_La_Gd_10",2.6525,2.59,3593.75,8.4925,1.63,1.1525,1.4849,578.825,14.125,115,120,63.71935,8.4325,7.377675,52.32050228,1487.75,0.43525,3.7025,227.75,-700.25,-0.5975,-159.25,4.012290983,138.7217,-12.83766292,2.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,1.015127245
"1,3_La_Gd_100",2.6525,2.59,3593.75,8.4925,1.63,1.1525,1.4849,578.825,14.125,115,120,63.71935,8.4325,7.377675,52.32050228,1487.75,0.43525,3.7025,227.75,-700.25,-0.5975,-159.25,4.012290983,138.7217,-12.83766292,25,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0.959743449
"1,3_La_Gd_500",2.6525,2.59,3593.75,8.4925,1.63,1.1525,1.4849,578.825,14.125,115,120,63.71935,8.4325,7.377675,52.32050228,1487.75,0.43525,3.7025,227.75,-700.25,-0.5975,-159.25,4.012290983,138.7217,-12.83766292,125,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0.953357255
"1,3_La_Gd_1000",2.6525,2.59,3593.75,8.4925,1.63,1.1525,1.4849,578.825,14.125,115,120,63.71935,8.4325,7.377675,52.32050228,1487.75,0.43525,3.7025,227.75,-700.25,-0.5975,-159.25,4.012290983,138.7217,-12.83766292,250,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0.333614099
"1,3_La_Ho_0.1",2.7275,2.5375,3164,8.6575,1.6075,1.115,1.5082685,570.125,13.225,115,120,69.99955,10.3075,6.3087,50.81237506,1607,3.17275,3.5075,116.75,-707.15,-0.455,-142,1.595083831,98.4273125,-11.00516491,0.025,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0.946370724
"1,3_La_Ho_1",2.7275,2.5375,3164,8.6575,1.6075,1.115,1.5082685,570.125,13.225,115,120,69.99955,10.3075,6.3087,50.81237506,1607,3.17275,3.5075,116.75,-707.15,-0.455,-142,1.595083831,98.4273125,-11.00516491,0.25,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.943573668
"1,3_La_Ho_10",2.7275,2.5375,3164,8.6575,1.6075,1.115,1.5082685,570.125,13.225,115,120,69.99955,10.3075,6.3087,50.81237506,1607,3.17275,3.5075,116.75,-707.15,-0.455,-142,1.595083831,98.4273125,-11.00516491,2.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0.926662893
"1,3_La_Ho_100",2.7275,2.5375,3164,8.6575,1.6075,1.115,1.5082685,570.125,13.225,115,120,69.99955,10.3075,6.3087,50.81237506,1607,3.17275,3.5075,116.75,-707.15,-0.455,-142,1.595083831,98.4273125,-11.00516491,25,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0.882433249
"1,3_La_Ho_500",2.7275,2.5375,3164,8.6575,1.6075,1.115,1.5082685,570.125,13.225,115,120,69.99955,10.3075,6.3087,50.81237506,1607,3.17275,3.5075,116.75,-707.15,-0.455,-142,1.595083831,98.4273125,-11.00516491,125,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0.906943169
"1,3_La_Ho_1000",2.7275,2.5375,3164,8.6575,1.6075,1.115,1.5082685,570.125,13.225,115,120,69.99955,10.3075,6.3087,50.81237506,1607,3.17275,3.5075,116.75,-707.15,-0.455,-142,1.595083831,98.4273125,-11.00516491,250,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0.140138235
"1,3_La_Lu_0.1",2.825,2.3725,3690.5,8.9275,1.5925,1.0775,1.5363815,527.15,13,117.25,123.75,51.096175,7.315,9.310275,50.01547748,1750.25,2.86525,3.2975,134.75,-705.425,-0.44,-192.25,1.75440881,92.7116675,-9.012296667,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,1.008591408
"1,3_La_Lu_1",2.825,2.3725,3690.5,8.9275,1.5925,1.0775,1.5363815,527.15,13,117.25,123.75,51.096175,7.315,9.310275,50.01547748,1750.25,2.86525,3.2975,134.75,-705.425,-0.44,-192.25,1.75440881,92.7116675,-9.012296667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1.037033452
"1,3_La_Lu_10",2.825,2.3725,3690.5,8.9275,1.5925,1.0775,1.5363815,527.15,13,117.25,123.75,51.096175,7.315,9.310275,50.01547748,1750.25,2.86525,3.2975,134.75,-705.425,-0.44,-192.25,1.75440881,92.7116675,-9.012296667,2.5,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,1.027335909
"1,3_La_Lu_100",2.825,2.3725,3690.5,8.9275,1.5925,1.0775,1.5363815,527.15,13,117.25,123.75,51.096175,7.315,9.310275,50.01547748,1750.25,2.86525,3.2975,134.75,-705.425,-0.44,-192.25,1.75440881,92.7116675,-9.012296667,25,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0.638447653
"1,3_La_Lu_500",2.825,2.3725,3690.5,8.9275,1.5925,1.0775,1.5363815,527.15,13,117.25,123.75,51.096175,7.315,9.310275,50.01547748,1750.25,2.86525,3.2975,134.75,-705.425,-0.44,-192.25,1.75440881,92.7116675,-9.012296667,125,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0.693375719
"1,3_La_Lu_1000",2.825,2.3725,3690.5,8.9275,1.5925,1.0775,1.5363815,527.15,13,117.25,123.75,51.096175,7.315,9.310275,50.01547748,1750.25,2.86525,3.2975,134.75,-705.425,-0.44,-192.25,1.75440881,92.7116675,-9.012296667,250,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0.23485364
"1,3_La_Nd_0.1",2.555,2.665,3444.5,9.31,1.6525,1.2125,1.432817,531.8,7.825,115,120,67.825,10.6375,5.676975,56.04028106,1265,-0.24725,3.7625,161,-698.75,-0.5525,-153.25,2.07353184,133.28825,-12.94893292,0.025,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0.992957974
"1,3_La_Nd_1",2.555,2.665,3444.5,9.31,1.6525,1.2125,1.432817,531.8,7.825,115,120,67.825,10.6375,5.676975,56.04028106,1265,-0.24725,3.7625,161,-698.75,-0.5525,-153.25,2.07353184,133.28825,-12.94893292,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.99673186
"1,3_La_Nd_10",2.555,2.665,3444.5,9.31,1.6525,1.2125,1.432817,531.8,7.825,115,120,67.825,10.6375,5.676975,56.04028106,1265,-0.24725,3.7625,161,-698.75,-0.5525,-153.25,2.07353184,133.28825,-12.94893292,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.959352705
"1,3_La_Nd_100",2.555,2.665,3444.5,9.31,1.6525,1.2125,1.432817,531.8,7.825,115,120,67.825,10.6375,5.676975,56.04028106,1265,-0.24725,3.7625,161,-698.75,-0.5525,-153.25,2.07353184,133.28825,-12.94893292,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0.949794242
"1,3_La_Nd_500",2.555,2.665,3444.5,9.31,1.6525,1.2125,1.432817,531.8,7.825,115,120,67.825,10.6375,5.676975,56.04028106,1265,-0.24725,3.7625,161,-698.75,-0.5525,-153.25,2.07353184,133.28825,-12.94893292,125,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0.903829688
"1,3_La_Nd_1000",2.555,2.665,3444.5,9.31,1.6525,1.2125,1.432817,531.8,7.825,115,120,67.825,10.6375,5.676975,56.04028106,1265,-0.24725,3.7625,161,-698.75,-0.5525,-153.25,2.07353184,133.28825,-12.94893292,250,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0.260934663
"1,3_La_Pr_0.1",2.5325,2.6875,3779,8.14,1.66,1.235,1.43307275,526.775,10.975,115,120,68.994775,10.33,5.754375,56.020693,1201.25,3.63025,4.13,256.25,-706.55,-0.5825,-125.5,3.966634759,122.036,-13.83045792,0.025,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004373149
"1,3_La_Pr_1",2.5325,2.6875,3779,8.14,1.66,1.235,1.43307275,526.775,10.975,115,120,68.994775,10.33,5.754375,56.020693,1201.25,3.63025,4.13,256.25,-706.55,-0.5825,-125.5,3.966634759,122.036,-13.83045792,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987818754
"1,3_La_Pr_10",2.5325,2.6875,3779,8.14,1.66,1.235,1.43307275,526.775,10.975,115,120,68.994775,10.33,5.754375,56.020693,1201.25,3.63025,4.13,256.25,-706.55,-0.5825,-125.5,3.966634759,122.036,-13.83045792,2.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993612255
"1,3_La_Pr_100",2.5325,2.6875,3779,8.14,1.66,1.235,1.43307275,526.775,10.975,115,120,68.994775,10.33,5.754375,56.020693,1201.25,3.63025,4.13,256.25,-706.55,-0.5825,-125.5,3.966634759,122.036,-13.83045792,25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996073686
"1,3_La_Pr_500",2.5325,2.6875,3779,8.14,1.66,1.235,1.43307275,526.775,10.975,115,120,68.994775,10.33,5.754375,56.020693,1201.25,3.63025,4.13,256.25,-706.55,-0.5825,-125.5,3.966634759,122.036,-13.83045792,125,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958932632
"1,3_La_Pr_1000",2.5325,2.6875,3779,8.14,1.66,1.235,1.43307275,526.775,10.975,115,120,68.994775,10.33,5.754375,56.020693,1201.25,3.63025,4.13,256.25,-706.55,-0.5825,-125.5,3.966634759,122.036,-13.83045792,250,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348853814
"1,3_La_Sm_0.1",2.6075,2.6275,2285.75,8.335,1.6375,1.1675,1.459709,541.925,10.675,114.25,120,65.320825,11.275,5.5284,53.7110862,1119.5,0.18025,3.875,450.5,-695.225,-0.4925,-148,2.280761827,136.819625,-12.56631792,0.025,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,1.018706133
"1,3_La_Sm_1",2.6075,2.6275,2285.75,8.335,1.6375,1.1675,1.459709,541.925,10.675,114.25,120,65.320825,11.275,5.5284,53.7110862,1119.5,0.18025,3.875,450.5,-695.225,-0.4925,-148,2.280761827,136.819625,-12.56631792,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.97633382
"1,3_La_Sm_10",2.6075,2.6275,2285.75,8.335,1.6375,1.1675,1.459709,541.925,10.675,114.25,120,65.320825,11.275,5.5284,53.7110862,1119.5,0.18025,3.875,450.5,-695.225,-0.4925,-148,2.280761827,136.819625,-12.56631792,2.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0.90046524
"1,3_La_Sm_100",2.6075,2.6275,2285.75,8.335,1.6375,1.1675,1.459709,541.925,10.675,114.25,120,65.320825,11.275,5.5284,53.7110862,1119.5,0.18025,3.875,450.5,-695.225,-0.4925,-148,2.280761827,136.819625,-12.56631792,25,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0.839124963
"1,3_La_Sm_500",2.6075,2.6275,2285.75,8.335,1.6375,1.1675,1.459709,541.925,10.675,114.25,120,65.320825,11.275,5.5284,53.7110862,1119.5,0.18025,3.875,450.5,-695.225,-0.4925,-148,2.280761827,136.819625,-12.56631792,125,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0.845942368
"1,3_La_Sm_1000",2.6075,2.6275,2285.75,8.335,1.6375,1.1675,1.459709,541.925,10.675,114.25,120,65.320825,11.275,5.5284,53.7110862,1119.5,0.18025,3.875,450.5,-695.225,-0.4925,-148,2.280761827,136.819625,-12.56631792,250,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0.206006385
"1,3_La_Tb_0.1",2.675,2.5675,3561.5,8.5525,1.615,1.145,1.668134,557.825,7647.25,115,120,68.38,9.82,6.4491,42.55441747,1522.25,1.83025,3.6875,170,-700.4,-0.605,-138.25,2.090007292,139.708025,-14.54008042,0.025,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,1.075335318
"1,3_La_Tb_1",2.675,2.5675,3561.5,8.5525,1.615,1.145,1.668134,557.825,7647.25,115,120,68.38,9.82,6.4491,42.55441747,1522.25,1.83025,3.6875,170,-700.4,-0.605,-138.25,2.090007292,139.708025,-14.54008042,0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1.063222215
"1,3_La_Tb_10",2.675,2.5675,3561.5,8.5525,1.615,1.145,1.668134,557.825,7647.25,115,120,68.38,9.82,6.4491,42.55441747,1522.25,1.83025,3.6875,170,-700.4,-0.605,-138.25,2.090007292,139.708025,-14.54008042,2.5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,1.054821307
"1,3_La_Tb_100",2.675,2.5675,3561.5,8.5525,1.615,1.145,1.668134,557.825,7647.25,115,120,68.38,9.82,6.4491,42.55441747,1522.25,1.83025,3.6875,170,-700.4,-0.605,-138.25,2.090007292,139.708025,-14.54008042,25,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,1.025071085
"1,3_La_Tb_500",2.675,2.5675,3561.5,8.5525,1.615,1.145,1.668134,557.825,7647.25,115,120,68.38,9.82,6.4491,42.55441747,1522.25,1.83025,3.6875,170,-700.4,-0.605,-138.25,2.090007292,139.708025,-14.54008042,125,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,1.00847989
"1,3_La_Tb_1000",2.675,2.5675,3561.5,8.5525,1.615,1.145,1.668134,557.825,7647.25,115,120,68.38,9.82,6.4491,42.55441747,1522.25,1.83025,3.6875,170,-700.4,-0.605,-138.25,2.090007292,139.708025,-14.54008042,250,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0.217937733
"1,3_La_Tm_0.1",2.7725,2.5,2601.5,8.7625,1.5925,1.0925,1.62824375,581.75,15.1,114.25,173.25,67.7701,10.7125,6.225975,44.06952672,1661.75,0.54025,3.47,195.5,-705.8,-0.575,-147.25,1.661772844,102.98174,-8.993671417,0.025,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0.993659136
"1,3_La_Tm_1",2.7725,2.5,2601.5,8.7625,1.5925,1.0925,1.62824375,581.75,15.1,114.25,173.25,67.7701,10.7125,6.225975,44.06952672,1661.75,0.54025,3.47,195.5,-705.8,-0.575,-147.25,1.661772844,102.98174,-8.993671417,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.977497552
"1,3_La_Tm_10",2.7725,2.5,2601.5,8.7625,1.5925,1.0925,1.62824375,581.75,15.1,114.25,173.25,67.7701,10.7125,6.225975,44.06952672,1661.75,0.54025,3.47,195.5,-705.8,-0.575,-147.25,1.661772844,102.98174,-8.993671417,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0.998478285
"1,3_La_Tm_100",2.7725,2.5,2601.5,8.7625,1.5925,1.0925,1.62824375,581.75,15.1,114.25,173.25,67.7701,10.7125,6.225975,44.06952672,1661.75,0.54025,3.47,195.5,-705.8,-0.575,-147.25,1.661772844,102.98174,-8.993671417,25,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0.904088079
"1,3_La_Tm_500",2.7725,2.5,2601.5,8.7625,1.5925,1.0925,1.62824375,581.75,15.1,114.25,173.25,67.7701,10.7125,6.225975,44.06952672,1661.75,0.54025,3.47,195.5,-705.8,-0.575,-147.25,1.661772844,102.98174,-8.993671417,125,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0.928190752
"1,3_La_Tm_1000",2.7725,2.5,2601.5,8.7625,1.5925,1.0925,1.62824375,581.75,15.1,114.25,173.25,67.7701,10.7125,6.225975,44.06952672,1661.75,0.54025,3.47,195.5,-705.8,-0.575,-147.25,1.661772844,102.98174,-8.993671417,250,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0.158782536
"1,3_La_Yb_0.1",2.8025,2.485,2036,8.77,1.7275,1.085,1.249325,587.075,8.2,73.75,78.75,61.3015,11.6875,5.8332,45.95288279,1121,0.1825,3.4625,192.5,-682.775,-0.4325,-168.25,1.49204022,97.242335,-10.83830491,0.025,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0.989274956
"1,3_La_Yb_1",2.8025,2.485,2036,8.77,1.7275,1.085,1.249325,587.075,8.2,73.75,78.75,61.3015,11.6875,5.8332,45.95288279,1121,0.1825,3.4625,192.5,-682.775,-0.4325,-168.25,1.49204022,97.242335,-10.83830491,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,1.025888725
"1,3_La_Yb_10",2.8025,2.485,2036,8.77,1.7275,1.085,1.249325,587.075,8.2,73.75,78.75,61.3015,11.6875,5.8332,45.95288279,1121,0.1825,3.4625,192.5,-682.775,-0.4325,-168.25,1.49204022,97.242335,-10.83830491,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0.981866422
"1,3_La_Yb_100",2.8025,2.485,2036,8.77,1.7275,1.085,1.249325,587.075,8.2,73.75,78.75,61.3015,11.6875,5.8332,45.95288279,1121,0.1825,3.4625,192.5,-682.775,-0.4325,-168.25,1.49204022,97.242335,-10.83830491,25,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0.764530302
"1,3_La_Yb_500",2.8025,2.485,2036,8.77,1.7275,1.085,1.249325,587.075,8.2,73.75,78.75,61.3015,11.6875,5.8332,45.95288279,1121,0.1825,3.4625,192.5,-682.775,-0.4325,-168.25,1.49204022,97.242335,-10.83830491,125,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0.826795902
"1,3_La_Yb_1000",2.8025,2.485,2036,8.77,1.7275,1.085,1.249325,587.075,8.2,73.75,78.75,61.3015,11.6875,5.8332,45.95288279,1121,0.1825,3.4625,192.5,-682.775,-0.4325,-168.25,1.49204022,97.242335,-10.83830491,250,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0.268076225
"1,3_Nd_Dy_0.1",2.73,2.5275,2966.75,8.5825,1.6025,1.095,1.510428,561.575,12.5,115,120,73.96,11.2175,5.75405,50.51393505,1586,-0.71,3.75,117,-695.65,-0.2225,-145,1.677538855,125.0273,-16.05645,0,0,0,0.025,0,0,0,0,0.075,0,0,0,0,0,0,0,1.138882256
"1,3_Nd_Dy_1",2.73,2.5275,2966.75,8.5825,1.6025,1.095,1.510428,561.575,12.5,115,120,73.96,11.2175,5.75405,50.51393505,1586,-0.71,3.75,117,-695.65,-0.2225,-145,1.677538855,125.0273,-16.05645,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,1.137389926
"1,3_Nd_Dy_10",2.73,2.5275,2966.75,8.5825,1.6025,1.095,1.510428,561.575,12.5,115,120,73.96,11.2175,5.75405,50.51393505,1586,-0.71,3.75,117,-695.65,-0.2225,-145,1.677538855,125.0273,-16.05645,0,0,0,2.5,0,0,0,0,7.5,0,0,0,0,0,0,0,1.154956448
"1,3_Nd_Dy_100",2.73,2.5275,2966.75,8.5825,1.6025,1.095,1.510428,561.575,12.5,115,120,73.96,11.2175,5.75405,50.51393505,1586,-0.71,3.75,117,-695.65,-0.2225,-145,1.677538855,125.0273,-16.05645,0,0,0,25,0,0,0,0,75,0,0,0,0,0,0,0,1.074275085
"1,3_Nd_Dy_500",2.73,2.5275,2966.75,8.5825,1.6025,1.095,1.510428,561.575,12.5,115,120,73.96,11.2175,5.75405,50.51393505,1586,-0.71,3.75,117,-695.65,-0.2225,-145,1.677538855,125.0273,-16.05645,0,0,0,125,0,0,0,0,375,0,0,0,0,0,0,0,1.06105423
"1,3_Nd_Dy_1000",2.73,2.5275,2966.75,8.5825,1.6025,1.095,1.510428,561.575,12.5,115,120,73.96,11.2175,5.75405,50.51393505,1586,-0.71,3.75,117,-695.65,-0.2225,-145,1.677538855,125.0273,-16.05645,0,0,0,250,0,0,0,0,750,0,0,0,0,0,0,0,0.299077382
"1,3_Nd_Er_0.1",2.775,2.4975,3192.5,8.6875,1.5875,1.0575,1.513839,573.875,14.675,115,120,72.763975,10.9775,6.0245,50.29715983,1673.75,0.0475,3.72,88.5,-705.025,-0.545,-153.25,1.563449639,114.70415,-12.2006715,0,0,0,0.025,0,0,0,0,0,0,0.075,0,0,0,0,0,1.06911276
"1,3_Nd_Er_1",2.775,2.4975,3192.5,8.6875,1.5875,1.0575,1.513839,573.875,14.675,115,120,72.763975,10.9775,6.0245,50.29715983,1673.75,0.0475,3.72,88.5,-705.025,-0.545,-153.25,1.563449639,114.70415,-12.2006715,0,0,0,0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,1.017954854
"1,3_Nd_Er_10",2.775,2.4975,3192.5,8.6875,1.5875,1.0575,1.513839,573.875,14.675,115,120,72.763975,10.9775,6.0245,50.29715983,1673.75,0.0475,3.72,88.5,-705.025,-0.545,-153.25,1.563449639,114.70415,-12.2006715,0,0,0,2.5,0,0,0,0,0,0,7.5,0,0,0,0,0,1.069657813
"1,3_Nd_Er_100",2.775,2.4975,3192.5,8.6875,1.5875,1.0575,1.513839,573.875,14.675,115,120,72.763975,10.9775,6.0245,50.29715983,1673.75,0.0475,3.72,88.5,-705.025,-0.545,-153.25,1.563449639,114.70415,-12.2006715,0,0,0,25,0,0,0,0,0,0,75,0,0,0,0,0,0.943753157
"1,3_Nd_Er_500",2.775,2.4975,3192.5,8.6875,1.5875,1.0575,1.513839,573.875,14.675,115,120,72.763975,10.9775,6.0245,50.29715983,1673.75,0.0475,3.72,88.5,-705.025,-0.545,-153.25,1.563449639,114.70415,-12.2006715,0,0,0,125,0,0,0,0,0,0,375,0,0,0,0,0,0.950229986
"1,3_Nd_Er_1000",2.775,2.4975,3192.5,8.6875,1.5875,1.0575,1.513839,573.875,14.675,115,120,72.763975,10.9775,6.0245,50.29715983,1673.75,0.0475,3.72,88.5,-705.025,-0.545,-153.25,1.563449639,114.70415,-12.2006715,0,0,0,250,0,0,0,0,0,0,750,0,0,0,0,0,0.169639201
"1,3_Nd_Eu_0.1",2.655,2.58,2121.5,8.41,1.7975,1.1175,1.516239,542.75,9.65,73,77.25,71.2567,13.13,4.7606,32.45460664,1143.5,0.82825,3.9525,233.25,-628.15,-0.335,-145,2.500717891,155.6576,-14.5827975,0,0,0,0.025,0,0.075,0,0,0,0,0,0,0,0,0,0,1.075335318
"1,3_Nd_Eu_1",2.655,2.58,2121.5,8.41,1.7975,1.1175,1.516239,542.75,9.65,73,77.25,71.2567,13.13,4.7606,32.45460664,1143.5,0.82825,3.9525,233.25,-628.15,-0.335,-145,2.500717891,155.6576,-14.5827975,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,1.063222215
"1,3_Nd_Eu_10",2.655,2.58,2121.5,8.41,1.7975,1.1175,1.516239,542.75,9.65,73,77.25,71.2567,13.13,4.7606,32.45460664,1143.5,0.82825,3.9525,233.25,-628.15,-0.335,-145,2.500717891,155.6576,-14.5827975,0,0,0,2.5,0,7.5,0,0,0,0,0,0,0,0,0,0,1.054821307
"1,3_Nd_Eu_100",2.655,2.58,2121.5,8.41,1.7975,1.1175,1.516239,542.75,9.65,73,77.25,71.2567,13.13,4.7606,32.45460664,1143.5,0.82825,3.9525,233.25,-628.15,-0.335,-145,2.500717891,155.6576,-14.5827975,0,0,0,25,0,75,0,0,0,0,0,0,0,0,0,0,1.025071085
"1,3_Nd_Eu_500",2.655,2.58,2121.5,8.41,1.7975,1.1175,1.516239,542.75,9.65,73,77.25,71.2567,13.13,4.7606,32.45460664,1143.5,0.82825,3.9525,233.25,-628.15,-0.335,-145,2.500717891,155.6576,-14.5827975,0,0,0,125,0,375,0,0,0,0,0,0,0,0,0,0,1.00847989
"1,3_Nd_Eu_1000",2.655,2.58,2121.5,8.41,1.7975,1.1175,1.516239,542.75,9.65,73,77.25,71.2567,13.13,4.7606,32.45460664,1143.5,0.82825,3.9525,233.25,-628.15,-0.335,-145,2.500717891,155.6576,-14.5827975,0,0,0,250,0,750,0,0,0,0,0,0,0,0,0,0,0.217937733
"1,3_Nd_Gd_0.1",2.6775,2.565,3496.25,8.4925,1.6175,1.11,1.494639,576.725,13.4,115,120,67.39435,9.275,6.9272,51.54296929,1511.75,-0.5675,3.93,183.75,-697.3,-0.545,-157,3.848343893,143.60405,-13.96218,0,0,0,0.025,0,0,0.075,0,0,0,0,0,0,0,0,0,0.96759102
"1,3_Nd_Gd_1",2.6775,2.565,3496.25,8.4925,1.6175,1.11,1.494639,576.725,13.4,115,120,67.39435,9.275,6.9272,51.54296929,1511.75,-0.5675,3.93,183.75,-697.3,-0.545,-157,3.848343893,143.60405,-13.96218,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0.990957957
"1,3_Nd_Gd_10",2.6775,2.565,3496.25,8.4925,1.6175,1.11,1.494639,576.725,13.4,115,120,67.39435,9.275,6.9272,51.54296929,1511.75,-0.5675,3.93,183.75,-697.3,-0.545,-157,3.848343893,143.60405,-13.96218,0,0,0,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,1.083151826
"1,3_Nd_Gd_100",2.6775,2.565,3496.25,8.4925,1.6175,1.11,1.494639,576.725,13.4,115,120,67.39435,9.275,6.9272,51.54296929,1511.75,-0.5675,3.93,183.75,-697.3,-0.545,-157,3.848343893,143.60405,-13.96218,0,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0.991779734
"1,3_Nd_Gd_500",2.6775,2.565,3496.25,8.4925,1.6175,1.11,1.494639,576.725,13.4,115,120,67.39435,9.275,6.9272,51.54296929,1511.75,-0.5675,3.93,183.75,-697.3,-0.545,-157,3.848343893,143.60405,-13.96218,0,0,0,125,0,0,375,0,0,0,0,0,0,0,0,0,0.936770642
"1,3_Nd_Gd_1000",2.6775,2.565,3496.25,8.4925,1.6175,1.11,1.494639,576.725,13.4,115,120,67.39435,9.275,6.9272,51.54296929,1511.75,-0.5675,3.93,183.75,-697.3,-0.545,-157,3.848343893,143.60405,-13.96218,0,0,0,250,0,0,750,0,0,0,0,0,0,0,0,0,0.257153705
"1,3_Nd_Ho_0.1",2.7525,2.5125,3066.5,8.6575,1.595,1.0725,1.5180075,568.025,12.5,115,120,73.67455,11.15,5.858225,50.03484206,1631,2.17,3.735,72.75,-704.2,-0.4025,-139.75,1.431136741,103.3096625,-12.129682,0,0,0,0.025,0,0,0,0,0,0.075,0,0,0,0,0,0,1.047387165
