Sample,f0.5,AR,TB,Z*,rcov,rcore,X2r,IE1,ΔHmelt,ΔHsuf,ΔHv,Ssolid,ΔIP,AN/ΔIP,Z/r2,TM,μN,PP-R,SLN,Hf,Δε1,Sf(OH2+),Dr100,Size500,Zeta500,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sc,Y,value
Ce_0.1,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962415727
Ce_0.5,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017436597
Ce_1,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847394326
Ce_5,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818102214
Ce_10,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738092678
Ce_50,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698456399
Ce_100,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662381916
Ce_500,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598682478
Ce_1000,2.51,2.7,3716,10.8,1.65,1.23,1.430016,527.8,5.58,114,120,65.49,9.34,6.2099,55.74719986,1072,0.16,4.5,133,-700.4,-0.49,-104,2.104142368,148.8209,-17.59448,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323230671
Dy_0.1,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.973072524
Dy_0.5,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.940983876
Dy_1,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.886543283
Dy_5,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.883606518
Dy_10,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.890272888
Dy_50,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0.79024138
Dy_100,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.717786347
Dy_500,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0.623739674
Dy_1000,2.78,2.49,2840,8.34,1.59,1.07,1.533052,572.2,14.3,115,120,74.78,11.13,5.9299,48.93099738,1685,-0.53,3.67,117,-695.6,-0.13,-143,1.600190223,120.6462,-16.71745,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0.069278532
Er_0.1,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.986422293
Er_0.5,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.931346574
Er_1,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.846137206
Er_5,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.83394219
Er_10,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.796424387
Er_50,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0.757935759
Er_100,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.723780369
Er_500,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0.642077046
Er_1000,2.84,2.45,3141,8.48,1.57,1.02,1.5376,588.6,17.2,115,120,73.1853,10.81,6.2905,48.64196375,1802,0.48,3.63,79,-708.1,-0.56,-154,1.448071269,106.882,-11.576412,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0.06754935
Eu_0.1,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.959706437
Eu_0.5,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.857354804
Eu_1,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.900930235
Eu_5,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.816160404
Eu_10,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.797201559
Eu_50,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.77684504
Eu_100,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.721390247
Eu_500,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0.603961622
Eu_1000,2.68,2.56,1713,8.11,1.85,1.1,1.5408,547.1,10.5,59,63,71.1756,13.68,4.6053,24.85189283,1095,1.521,3.94,272,-605.6,-0.28,-143,2.697762271,161.4866,-14.75258,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0.126784268
Gd_0.1,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.931723225
Gd_0.5,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.88186979
Gd_1,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.929281039
Gd_5,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.861702269
Gd_10,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.801839681
Gd_50,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0.779264791
Gd_100,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.668532433
Gd_500,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0.645090426
Gd_1000,2.71,2.54,3546,8.22,1.61,1.09,1.512,592.4,15.5,115,120,66.0258,8.54,7.4941,50.30304303,1586,-0.34,3.91,206,-697.8,-0.56,-159,4.494596941,145.4152,-13.92509,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0.16703363
Ho_0.1,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.983487104
Ho_0.5,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.943612374
Ho_1,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.94182407
Ho_5,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.811464719
Ho_10,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.797644065
Ho_50,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0.736886216
Ho_100,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.708034912
Ho_500,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0.747541304
Ho_1000,2.81,2.47,2973,8.44,1.58,1.04,1.543158,580.8,14.3,115,120,74.3994,11.04,6.0688,48.29220673,1745,3.31,3.65,58,-707,-0.37,-136,1.271654071,91.68935,-11.48175933,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0.078519889
La_0.1,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926114596
La_0.5,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911828011
La_1,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894802903
La_5,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826836897
La_10,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758503566
La_50,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71044812
La_100,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584426059
La_500,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529316417
La_1000,2.48,2.74,3737,9.31,1.69,1.34,1.4036,538.1,10,115,120,56.8,8.11,7.0284,58.37288003,1193,2.761,3.08,293,-707.6,-0.71,-160,2.565373109,118.6412,-9.575381667,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214208118
Lu_0.1,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.987247422
Lu_0.5,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.846021606
Lu_1,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.750511846
Lu_5,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.720975711
Lu_10,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.644555146
Lu_50,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.56356064
Lu_100,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.446853628
Lu_500,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0.415531479
Lu_1000,2.94,2.25,3675,8.8,1.56,0.99,1.580642,523.5,14,118,125,49.1949,7.05,10.0709,47.22967663,1936,2.9,3.37,82,-704.7,-0.35,-203,1.484087377,84.06849,-8.824601667,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0.397879808
Nd_0.1,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.896436849
Nd_0.5,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.866716462
Nd_1,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.865892639
Nd_5,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.804378971
Nd_10,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.749148324
Nd_50,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0.725390845
Nd_100,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.637657644
Nd_500,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0.554100048
Nd_1000,2.58,2.64,3347,9.31,1.64,1.17,1.442556,529.7,7.1,115,120,71.5,11.48,5.2265,55.26274807,1289,-1.25,3.99,117,-695.8,-0.5,-151,1.90958475,138.1706,-14.07345,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.12953946
Pr_0.1,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97849747
Pr_0.5,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883843183
Pr_1,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962309826
Pr_5,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866188551
Pr_10,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875556241
Pr_50,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786860573
Pr_100,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786856946
Pr_500,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73791684
Pr_1000,2.55,2.67,3793,7.75,1.65,1.2,1.442897,523,11.3,115,120,73.0597,11.07,5.3297,55.23663065,1204,3.92,4.48,244,-706.2,-0.54,-114,4.433721976,123.1676,-15.24881667,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157237928
Sc_0.1,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.962530359
Sc_0.5,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.944324177
Sc_1,1.12,2.09,3109,4.63,1.44,1.1,1.609152,631,15.77,110,115,34.6,11.96,1.7559,42.48137317,1814,4.749,2.75,93,-614.2,0.05,-39,0.146563393,62.25767,-10.911079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.916533394
